,address,district,rooms,size,level,max_levels,price,lat,lng
6228,"город Ташкент, Chilonzor район, Сугалли-ота",Chilonzor,3,70.0,5,5,40000,41.2601131,69.1781265
6229,"город Ташкент, Uchtepa район, Чиланзар квартал Г9А",Uchtepa,3,63.0,4,4,40000,41.2729489,69.1916465
6230,"город Ташкент, Uchtepa район, Чиланзар 12-й квартал",Uchtepa,4,120.0,1,4,93500,41.281265,69.1879213
6231,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,2,64.0,3,4,56500,41.2807837,69.223683
6232,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,2,43.0,2,4,39800,41.2857552,69.2117625
6233,"город Ташкент, Uchtepa район, Чиланзар 22-й квартал",Uchtepa,1,33.0,3,4,23500,41.2879715,69.1692951
6234,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,1,28.0,1,4,25500,41.2857552,69.2117625
6235,"город Ташкент, Mirzo Ulugbek район, 1-й Паркентский проезд",Mirzo Ulugbek,1,40.0,3,3,30000,41.2984421,69.3456065
6236,"город Ташкент, Chilonzor район, Чиланзар квартал И",Chilonzor,4,85.0,9,9,68000,41.259418,69.1804708
6237,"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",Chilonzor,3,68.0,2,4,56000,41.2916859,69.2177228
6238,"город Ташкент, Yunusobod район, Киёт",Yunusobod,2,60.0,3,9,48000,41.3245206,69.2773236
6239,"город Ташкент, Chilonzor район, Наккошлик",Chilonzor,2,62.0,2,4,40000,41.259418,69.1804708
6240,"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",Chilonzor,2,69.0,5,9,59000,41.2916859,69.2177228
6241,"город Ташкент, Uchtepa район, Шарк",Uchtepa,3,90.0,7,9,52500,41.3112269,69.2701272
6242,"город Ташкент, Uchtepa район, Чиланзар 22-й квартал",Uchtepa,3,55.0,2,4,43500,41.2879715,69.1692951
6243,"город Ташкент, Chilonzor район, Наккошлик",Chilonzor,3,70.0,5,5,41000,41.259418,69.1804708
6244,"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",Chilonzor,1,38.0,3,4,31500,41.2916859,69.2177228
6245,"город Ташкент, Chilonzor район, Сугалли-ота",Chilonzor,3,100.0,4,12,54000,41.2601131,69.1781265
6246,"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",Uchtepa,3,92.0,1,4,65000,41.2797359,69.1670599
6247,"город Ташкент, Mirzo Ulugbek район, Хумаюн",Mirzo Ulugbek,3,80.0,4,5,45000,41.3427418,69.3875774
6248,"город Ташкент, Yashnobod район, Городок Авиастроителей 3-й квартал",Yashnobod,3,121.0,2,8,116001,41.2922516,69.3419071
6249,"город Ташкент, Uchtepa район, Чиланзар 15-й квартал",Uchtepa,1,38.0,4,4,25000,41.2953086,69.182706
6250,"город Ташкент, Chilonzor район, Чиланзар 3-й квартал",Chilonzor,2,63.0,7,9,45000,41.2855934,69.223683
6251,"город Ташкент, Chilonzor район, Чиланзар квартал Ц",Chilonzor,3,66.0,4,4,49000,41.2798237,69.2058023
6252,"город Ташкент, Uchtepa район, Кухна-Чупонота массив Чиланзар 13-й квартал",Uchtepa,2,56.0,4,5,40000,41.2902787,69.1839655
6253,"город Ташкент, Chilonzor район, Алмазар",Chilonzor,3,70.0,1,9,61000,41.2573956,69.1959189
6254,"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",Uchtepa,2,60.0,5,5,34000,41.2797359,69.1670599
6255,"город Ташкент, Chilonzor район, Шарк",Chilonzor,3,73.0,8,9,38200,41.3112269,69.2701272
6256,"город Ташкент, Chilonzor район, Чапаната",Chilonzor,3,65.0,2,4,44500,41.2788539,69.2177163
6257,"город Ташкент, Uchtepa район, Изза",Uchtepa,2,54.0,5,9,38000,41.2821153,69.1576663
6258,"город Ташкент, Chilonzor район, Чиланзар квартал Ц",Chilonzor,4,105.0,3,9,85000,41.2798237,69.2058023
6259,"город Ташкент, Chilonzor район, Шарк",Chilonzor,5,128.0,1,9,85000,41.3112269,69.2701272
6260,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,4,102.0,4,8,78500,41.2857552,69.2117625
6261,"город Ташкент, Uchtepa район, Чиланзар 26-й квартал",Uchtepa,4,76.0,5,5,60500,41.2771751,69.1789807
6262,"город Ташкент, Chilonzor район, Мукими",Chilonzor,1,30.0,4,5,27000,41.2885649,69.2290098
6263,"город Ташкент, Chilonzor район, Чиланзар 19-й квартал",Chilonzor,1,34.0,1,4,27000,41.2710841,69.1849411
6264,"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",Chilonzor,2,42.0,2,4,34500,41.2829494,69.1968618
6265,"город Ташкент, Uchtepa район, Такачи",Uchtepa,5,100.0,4,4,54000,41.3178861,69.1566894
6266,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,1,26.0,2,4,22500,41.2948119,69.2087824
6267,"город Ташкент, Yashnobod район, Авиасозлар",Yashnobod,2,50.0,1,9,53000,41.2896055,69.3434849
6268,"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",Chilonzor,3,80.0,7,9,45500,41.2657122,69.1819609
6269,"город Ташкент, Uchtepa район, Чиланзар 30-й квартал",Uchtepa,4,80.0,5,5,52500,41.2978921,69.1804708
6270,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,2,63.0,1,4,37000,41.2814223,69.1760005
6271,"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",Uchtepa,4,80.0,4,5,66500,41.2797359,69.1670599
6272,"город Ташкент, Chilonzor район, Чиланзар квартал Ц",Chilonzor,4,96.0,7,9,67000,41.2798237,69.2058023
6273,"город Ташкент, Chilonzor район, Лутфи",Chilonzor,3,72.0,5,5,41500,41.2881302,69.1880751
6274,"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",Chilonzor,3,80.0,2,4,68000,41.2657122,69.1819609
6275,"город Ташкент, Uchtepa район, Чиланзар 30-й квартал",Uchtepa,3,76.0,4,4,55500,41.2978921,69.1804708
6276,"город Ташкент, Chilonzor район, Аль-Хорезми-2",Chilonzor,3,70.0,5,5,39000,41.260048,69.162198
6277,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,2,45.0,2,4,48000,41.2807837,69.223683
6278,"город Ташкент, Uchtepa район, Чиланзар 30-й квартал",Uchtepa,4,100.0,3,5,61500,41.2978921,69.1804708
6279,"город Ташкент, Shayhontohur район, 2-й тупик Термез",Shayhontohur,1,25.0,3,5,22000,41.3275402,69.2102725
6280,"город Ташкент, Chilonzor район, Алмазар",Chilonzor,2,60.0,9,9,59000,41.2573956,69.1959189
6281,"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",Uchtepa,3,62.0,5,5,48000,41.2867929,69.1789807
6282,"город Ташкент, Chilonzor район, Сугалли-ота",Chilonzor,3,60.0,5,5,47000,41.2601131,69.1781265
6283,"город Ташкент, Chilonzor район, Аль-Хорезми-2",Chilonzor,3,72.0,9,9,36000,41.260048,69.162198
6284,"город Ташкент, Uchtepa район, Чиланзар 15-й квартал",Uchtepa,4,80.0,4,5,51500,41.2953086,69.182706
6285,"город Ташкент, Chilonzor район, Аль-Хорезми-2",Chilonzor,3,91.0,9,9,42200,41.260048,69.162198
6286,"город Ташкент, Chilonzor район, Алмазар",Chilonzor,2,80.0,9,9,75000,41.2573956,69.1959189
6287,"город Ташкент, Yashnobod район, Асалабад-1",Yashnobod,2,46.0,1,5,25000,41.286283,69.3235123
6288,"город Ташкент, Yunusobod район, ц-4 Кашгар (Ц-4) ",Yunusobod,2,56.0,1,4,48000,41.3197131,69.2773236
6289,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,2,45.0,4,4,45000,41.2857552,69.2117625
6290,"город Ташкент, Chilonzor район, Чиланзар квартал Ц",Chilonzor,4,105.0,9,9,58000,41.2798237,69.2058023
6291,"город Ташкент, Chilonzor район, Шарк",Chilonzor,3,72.0,8,9,44000,41.3112269,69.2701272
6292,"город Ташкент, Uchtepa район, Чиланзар 30-й квартал",Uchtepa,3,90.0,1,12,51000,41.2978921,69.1804708
6293,"город Ташкент, Chilonzor район, Алмазар",Chilonzor,2,59.0,2,9,51000,41.2573956,69.1959189
6294,"город Ташкент, Chilonzor район, Шарк",Chilonzor,2,58.0,7,9,36000,41.3112269,69.2701272
6295,"город Ташкент, Chilonzor район, Мукими",Chilonzor,3,68.0,5,5,47000,41.2885649,69.2290098
6296,"город Ташкент, Uchtepa район, Чиланзар 30-й квартал",Uchtepa,3,82.0,11,12,35000,41.2978921,69.1804708
6297,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,2,45.0,5,5,34000,41.2814223,69.1760005
6298,"город Ташкент, Uchtepa район, Чиланзар 30-й квартал",Uchtepa,3,70.0,4,12,51000,41.2978921,69.1804708
6299,"город Ташкент, Chilonzor район, Аль-Хорезми-2",Chilonzor,3,90.0,5,9,58400,41.260048,69.162198
6300,"город Ташкент, Yakkasaroy район, жилой комплекс Dream House",Yakkasaroy,3,101.0,1,9,119000,41.2787427,69.2691785
6301,"город Ташкент, Yashnobod район, Садыка Азимова (Жуковского) ",Yashnobod,3,65.0,5,5,68000,41.3052221,69.2898134
6302,"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,2,40.0,3,4,40000,41.2818558,69.2552666
6303,"город Ташкент, Chilonzor район, Мукими",Chilonzor,3,68.0,4,5,50000,41.2885649,69.2290098
6304,"город Ташкент, Yashnobod район, Дубовый",Yashnobod,2,42.0,3,5,37000,41.286283,69.3235123
6305,"город Ташкент, Mirobod район, Фидокор (Чехова) ",Mirobod,3,63.0,2,4,63000,41.296644,69.275878
6306,"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,2,55.0,1,4,39800,41.2894422,69.2058023
6307,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,2,48.0,4,5,29500,41.2814223,69.1760005
6308,"город Ташкент, Uchtepa район, Кизил Шарк",Uchtepa,5,107.0,4,4,68000,41.3239274,69.2143264
6309,"город Ташкент, Chilonzor район, Алгоритм",Chilonzor,5,106.0,2,5,68000,41.2606228,69.1638237
6310,"город Ташкент, Chilonzor район, Алгоритм",Chilonzor,3,74.0,3,5,50000,41.2606228,69.1638237
6311,"город Ташкент, Chilonzor район, Чиланзар 1-й квартал",Chilonzor,2,48.0,2,5,41500,41.2847707,69.2288981
6312,"город Ташкент, Chilonzor район, Наккашлык",Chilonzor,4,140.0,3,9,81500,41.259418,69.1804708
6313,"город Ташкент, Chilonzor район, Алгоритм",Chilonzor,4,100.0,3,12,55000,41.2606228,69.1638237
6314,"город Ташкент, Uchtepa район, Чиланзар 11-й квартал",Uchtepa,3,65.0,4,4,44000,41.2770171,69.1909015
6315,"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",Uchtepa,2,56.0,4,5,54000,41.2867929,69.1789807
6316,"город Ташкент, Uchtepa район, Чиланзар 22-й квартал",Uchtepa,2,53.0,1,4,36000,41.2879715,69.1692951
6317,"город Ташкент, Yunusobod район, Киёт",Yunusobod,4,100.0,4,4,72500,41.3245206,69.2773236
6318,"город Ташкент, Uchtepa район, Чиланзар 12-й квартал",Uchtepa,3,98.0,2,4,68000,41.281265,69.1879213
6319,"город Ташкент, Chilonzor район, Алмазар",Chilonzor,3,96.0,9,9,63000,41.2573956,69.1959189
6320,"город Ташкент, Chilonzor район, Актепа",Chilonzor,4,93.0,4,4,63500,41.2998429,69.1841876
6321,"город Ташкент, Chilonzor район, Алмазар",Chilonzor,2,60.0,9,9,49500,41.2573956,69.1959189
6322,"город Ташкент, Chilonzor район, Алгоритм",Chilonzor,5,82.0,4,4,72000,41.2606228,69.1638237
6323,"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",Uchtepa,5,120.0,9,9,52000,41.2867929,69.1789807
6324,"город Ташкент, Uchtepa район, Чиланзар 12-й квартал",Uchtepa,4,80.0,6,9,59500,41.281265,69.1879213
6325,"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",Chilonzor,1,25.0,2,4,24000,41.2901628,69.1968618
6326,"город Ташкент, Uchtepa район, Кизил Шарк",Uchtepa,3,72.0,3,9,45000,41.3239274,69.2143264
6327,"город Ташкент, Uchtepa район, Чиланзар 31-й квартал",Uchtepa,4,94.0,9,9,45000,41.2978921,69.1804708
6328,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,3,65.0,4,9,47500,41.2814223,69.1760005
6329,"город Ташкент, Yashnobod район, Городок Авиастроителей 4-й квартал",Yashnobod,1,43.0,4,9,26900,41.2922516,69.3419071
6330,"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",Uchtepa,4,78.0,5,5,47300,41.2797359,69.1670599
6331,"город Ташкент, Yakkasaroy район, Нукус",Yakkasaroy,4,185.0,4,8,168000,41.2765672,69.2460335
6332,"город Ташкент, Chilonzor район, Наккошлык",Chilonzor,4,85.0,3,4,52500,41.259418,69.1804708
6333,"город Ташкент, Chilonzor район, Чиланзар 16-й квартал",Chilonzor,4,72.0,4,4,55500,41.274633,69.200587
6334,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,4,130.0,4,4,95000,41.3104865,69.2922234
6335,"город Ташкент, Chilonzor район, Чиланзар 16-й квартал",Chilonzor,4,76.0,2,4,68000,41.274633,69.200587
6336,"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",Chilonzor,4,80.0,3,4,54000,41.2829494,69.1968618
6337,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,2,48.0,4,4,31000,41.2814223,69.1760005
6338,"город Ташкент, Chilonzor район, Алгоритм",Chilonzor,2,66.0,3,9,47000,41.2606228,69.1638237
6339,"город Ташкент, Chilonzor район, Сугалли-ота",Chilonzor,2,46.0,4,5,37000,41.2601131,69.1781265
6340,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,1,42.0,5,5,26000,41.2814223,69.1760005
6341,"город Ташкент, Uchtepa район, Чиланзар 15-й квартал",Uchtepa,4,110.0,3,3,91000,41.2953086,69.182706
6342,"город Ташкент, Chilonzor район, Чиланзар квартал Ц",Chilonzor,4,110.0,3,4,105000,41.2798237,69.2058023
6343,"город Ташкент, Chilonzor район, Чиланзар квартал Г9",Chilonzor,3,70.0,4,4,39500,41.259418,69.1804708
6344,"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,3,68.0,2,5,53500,41.2894422,69.2058023
6345,"город Ташкент, Chilonzor район, Чиланзар квартал Ц",Chilonzor,3,60.0,3,5,47000,41.2798237,69.2058023
6346,"город Ташкент, Chilonzor район, Чиланзар-7",Chilonzor,3,58.0,1,4,39000,41.2948119,69.2087824
6347,"город Ташкент, Mirzo Ulugbek район, Каландар",Mirzo Ulugbek,4,110.0,5,9,85000,41.310115,69.3346235
6348,"город Ташкент, Yunusobod район, Юнусабад 4-й квартал",Yunusobod,4,90.0,2,4,72000,41.3653679,69.2773236
6349,"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,3,80.0,6,8,45000,41.2818558,69.2552666
6350,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,1,30.0,2,4,25000,41.2807837,69.223683
6351,"город Ташкент, Mirobod район, Банокатий",Mirobod,3,72.0,1,2,40000,41.2758912,69.2937133
6352,"город Ташкент, Olmzor район, Дадаба",Olmzor,3,71.0,2,9,41000,41.355277,69.254078
6353,"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,2,51.0,4,4,33500,41.2911414,69.2601933
6354,"город Ташкент, Mirobod район, Ул Кунаева",Mirobod,4,90.0,4,4,90000,41.2968147,69.268476
6355,"город Ташкент, Shayhontohur район, жилой комплекс Гарденс Международный деловой центр Tashkent City",Shayhontohur,2,48.0,8,9,65000,41.32025,69.243334
6356,"город Ташкент, Mirzo Ulugbek район, Катта корасув",Mirzo Ulugbek,2,63.0,1,4,43500,41.3380839,69.3789461
6357,"город Ташкент, Mirzo Ulugbek район, Шахриабад",Mirzo Ulugbek,2,64.0,6,7,45000,41.3292204,69.3473509
6358,"город Ташкент, Yakkasaroy район, ул. Мукимий",Yakkasaroy,3,72.0,3,8,94000,41.3379184,69.3898602
6359,"город Ташкент, Yakkasaroy район, Глинка",Yakkasaroy,3,80.0,7,10,110000,41.2854202,69.2631768
6360,"город Ташкент, Yashnobod район, 1-й проезд Алимкент",Yashnobod,2,52.0,7,9,44500,41.290228,69.3289081
6361,"город Ташкент, Mirzo Ulugbek район, Поселок Улугбек",Mirzo Ulugbek,2,47.0,2,2,23000,41.4087377,69.4516388
6362,"город Ташкент, Mirobod район, 1-й проезд Катта Миробод",Mirobod,4,121.0,6,10,120000,41.2907835,69.2361597
6363,"город Ташкент, Shayhontohur район, Улица НАВОИ(набережная Анхор) под офис",Shayhontohur,3,80.0,1,3,105000,41.3205336,69.2677819
6364,"город Ташкент, Mirobod район, НУКУССКАЯ (Бутик ""ГЛАМУР"")",Mirobod,4,150.0,3,12,140000,41.2986478,69.2884405
6365,"город Ташкент, Uchtepa район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Uchtepa,2,70.0,4,5,41500,41.2902787,69.1839655
6366,"город Ташкент, Uchtepa район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Uchtepa,2,70.0,4,5,41500,41.2902787,69.1839655
6367,"город Ташкент, Mirobod район, Тараса Шевченко",Mirobod,3,80.0,7,9,60000,41.2991561,69.2785087
6368,"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,2,37.0,1,4,41000,41.2857552,69.2117625
6369,"город Ташкент, Chilonzor район, Чиланзар 1-й квартал",Chilonzor,4,95.0,2,4,83000,41.2847707,69.2288981
6370,"город Ташкент, Uchtepa район, Атой",Uchtepa,2,56.0,1,4,40500,41.2871464,69.1660888
6371,"город Ташкент, Uchtepa район, Чиланзар 11-й квартал",Uchtepa,3,68.0,1,4,40000,41.2770171,69.1909015
6372,"город Ташкент, Uchtepa район, 1-й Зарафшанский проезд",Uchtepa,2,45.0,3,4,35000,41.2978921,69.1804708
6373,"город Ташкент, Chilonzor район, Мукими",Chilonzor,3,68.0,3,5,48500,41.2885649,69.2290098
6374,"город Ташкент, Uchtepa район, Чиланзар 11-й квартал",Uchtepa,4,80.0,3,4,52500,41.2770171,69.1909015
6375,"город Ташкент, Mirobod район, Моштабиб",Mirobod,4,178.0,3,7,310000,41.2991133,69.2877728
6376,"город Ташкент, Mirzo Ulugbek район, Аккурган",Mirzo Ulugbek,2,46.0,4,4,38000,41.322142,69.303611
6377,"город Ташкент, Yunusobod район, проезд Олой Бозори",Yunusobod,3,148.0,2,8,136000,41.3188889,69.2844444
6378,"город Ташкент, Mirobod район, Истикбол",Mirobod,3,115.0,4,7,157550,41.3064081,69.2844798
6379,"город Ташкент, Olmzor район, Бируни-1",Olmzor,3,72.0,5,9,46000,41.3408342,69.2060118
6380,"город Ташкент, Mirobod район, Истикбол",Mirobod,2,94.0,4,7,128780,41.3064081,69.2844798
6381,"город Ташкент, Yunusobod район, Юнусабад 6-й квартал",Yunusobod,3,58.0,1,4,36000,41.3683947,69.2646587
6382,"город Ташкент, Yunusobod район, Юнусабад 3-й квартал",Yunusobod,4,90.0,2,4,53000,41.363177,69.2944583
6383,"город Ташкент, Yunusobod район, Киёт",Yunusobod,4,176.0,6,8,167200,41.3245206,69.2773236
6384,"город Ташкент, Mirzo Ulugbek район, Мирзакалона Исмаили",Mirzo Ulugbek,2,115.0,4,5,93000,41.3292204,69.3473509
6385,"город Ташкент, Yashnobod район, Авиасозлар",Yashnobod,4,92.0,4,4,54000,41.2896055,69.3434849
6386,"город Ташкент, Yashnobod район, Авиасозлар",Yashnobod,2,46.0,1,3,29500,41.2896055,69.3434849
6387,"город Ташкент, Yunusobod район, Буюк Турон",Yunusobod,3,131.0,3,8,128000,41.3131267,69.2708313
6388,"город Ташкент, Uchtepa район, Ширин (Подмосковная) ",Uchtepa,2,53.0,4,5,39500,41.284586,69.169096
6389,"город Ташкент, Yunusobod район, ц-6 Минор (Ц-6) ",Yunusobod,3,65.0,3,4,76000,41.3298867,69.2803036
6390,"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 1-й квартал",Mirzo Ulugbek,1,38.0,4,4,21000,41.3445193,69.3447348
6391,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,3,79.0,4,5,53000,41.314662,69.293391
6392,"город Ташкент, Mirzo Ulugbek район, Феруза-3",Mirzo Ulugbek,2,46.0,4,4,30500,41.3550649,69.3585936
6393,"город Ташкент, Yashnobod район, Мавлоно Риезий",Yashnobod,5,133.0,4,9,79000,41.3118164,69.3250022
6394,"город Ташкент, Sergeli район, Спутник-1",Sergeli,3,80.0,3,7,50000,41.2013486,69.2139976
6395,"город Ташкент, Yashnobod район, 40 лет тузел-3 болкон 2×6",Yashnobod,2,62.0,8,9,29900,41.294821,69.3659745
6396,"город Ташкент, Chilonzor район, Чилонзор 1 квартал",Chilonzor,1,32.0,4,4,27500,41.2847707,69.2288981
6397,"город Ташкент, Mirzo Ulugbek район, Буз-2 (Буз) ",Mirzo Ulugbek,2,42.0,3,4,32000,41.319567,69.3246635
6398,"город Ташкент, Yashnobod район, Городок Авиастроителей 3-й квартал",Yashnobod,1,30.0,3,5,21000,41.2922516,69.3419071
6399,"город Ташкент, Sergeli район, Сергели 9",Sergeli,2,52.0,1,7,35000,41.210633,69.2281531
6400,"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,3,62.0,5,5,35000,41.3215876,69.3230626
6401,"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 1-й квартал",Mirzo Ulugbek,2,51.0,4,4,30000,41.3445193,69.3447348
6402,"город Ташкент, Yunusobod район, 1-й проезд Амира Темура",Yunusobod,2,72.0,9,9,42108,41.3168156,69.2832772
6403,"город Ташкент, Mirzo Ulugbek район, Ялангач",Mirzo Ulugbek,2,50.0,1,5,31000,41.3606566,69.3548004
6404,"город Ташкент, Mirzo Ulugbek район, Хумаюн",Mirzo Ulugbek,2,60.0,3,5,30500,41.3427418,69.3875774
6405,"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 1-й квартал",Mirzo Ulugbek,2,48.0,4,4,28000,41.3445193,69.3447348
6406,"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,2,42.0,2,5,33500,41.3215876,69.3230626
6407,"город Ташкент, Yakkasaroy район, Башлык",Yakkasaroy,4,100.0,1,9,90000,41.2697288,69.2512486
6408,"город Ташкент, Yashnobod район, Авиасозлар 2",Yashnobod,2,48.0,3,5,34000,41.2832159,69.3496224
6409,"город Ташкент, Mirobod район, Госпитальный",Mirobod,3,88.0,5,5,49000,41.295316,69.275364
6410,"город Ташкент, Mirobod район, Нукус",Mirobod,4,120.0,1,4,135000,41.2910722,69.2769129
6411,"город Ташкент, Chilonzor район, Чиланзар 17-й квартал",Chilonzor,2,50.0,1,4,35500,41.271386,69.1961168
6412,"город Ташкент, Mirzo Ulugbek район, Феруза-2",Mirzo Ulugbek,2,55.0,2,4,35000,41.3550649,69.3585936
6413,"город Ташкент, Mirzo Ulugbek район, Феруза-1",Mirzo Ulugbek,5,100.0,4,4,48000,41.3550649,69.3585936
6414,"город Ташкент, Chilonzor район, Чиланзар 19-й квартал",Chilonzor,1,33.0,4,4,25000,41.2710841,69.1849411
6415,"город Ташкент, Yakkasaroy район, Конституция",Yakkasaroy,2,78.0,1,4,85000,41.2638329,69.2254764
6416,"город Ташкент, Yunusobod район, Юнусабад 10-й квартал",Yunusobod,1,42.0,1,5,28500,41.3804352,69.2840285
6417,"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 2-й квартал",Mirzo Ulugbek,2,50.0,4,4,26500,41.3292204,69.3473509
6418,"город Ташкент, Shayhontohur район, Джангох",Shayhontohur,3,68.37,2,9,56000,41.3289182,69.2527386
6419,"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,4,92.0,3,5,61000,41.3292204,69.3473509
6420,"город Ташкент, Chilonzor район, 1-й проезд Катартал",Chilonzor,2,63.0,1,5,45000,41.2950648,69.2074731
6421,"город Ташкент, Chilonzor район, Чиланзар квартал 20А",Chilonzor,2,58.0,1,9,35000,41.259418,69.1804708
6422,"город Ташкент, Shayhontohur район, Урда",Shayhontohur,1,70.0,6,7,60000,41.3221852,69.2616787
6423,"город Ташкент, Uchtepa район, Фозилтепа",Uchtepa,2,56.0,6,9,34500,41.2937955,69.1730881
6424,"город Ташкент, Yunusobod район, Юнусабад 11-й квартал",Yunusobod,1,50.0,7,9,37500,41.3700057,69.2892434
6425,"город Ташкент, Mirobod район, Фидокор (Чехова) ",Mirobod,1,43.0,4,8,52000,41.296644,69.275878
6426,"город Ташкент, Mirobod район, Госпитальный",Mirobod,2,53.0,9,10,48000,41.295316,69.275364
6427,"город Ташкент, Yunusobod район, Ц6 м.Минор",Yunusobod,3,72.0,4,9,78000,41.3298867,69.2803036
6428,"город Ташкент, Yakkasaroy район, 7-й проезд Абдуллы Каххара",Yakkasaroy,3,105.0,5,9,135000,41.2843902,69.2585422
6429,"город Ташкент, Sergeli район, Sergeli 5a 2 qurilish",Sergeli,2,42.0,5,7,35000,41.220067,69.2207029
6430,"город Ташкент, Yakkasaroy район, Богибустон",Yakkasaroy,2,49.0,4,5,36000,41.270004,69.228478
6431,"город Ташкент, Shayhontohur район, Хувайдо",Shayhontohur,7,320.0,7,7,130000,41.340191,69.199176
6432,"город Ташкент, Yashnobod район, Паркент",Yashnobod,3,61.91,8,9,50027,41.3146381,69.3228615
6433,"город Ташкент, Yashnobod район, Городок Авиастроителей 4-й квартал",Yashnobod,2,53.1,3,6,34326,41.2922516,69.3419071
6434,"город Ташкент, Mirzo Ulugbek район, Ахмад Югнакий",Mirzo Ulugbek,2,39.9,4,9,21823,41.34932,69.3860684
6435,"город Ташкент, Mirzo Ulugbek район, Ахмад Югнакий",Mirzo Ulugbek,2,50.3,5,9,27511,41.34932,69.3860684
6436,"город Ташкент, Mirzo Ulugbek район, Ахмад Югнакий",Mirzo Ulugbek,2,41.4,5,9,22379,41.34932,69.3860684
6437,"город Ташкент, Yashnobod район, Паркент",Yashnobod,2,52.5,3,9,42423,41.3146381,69.3228615
6438,"город Ташкент, Yashnobod район, Паркент",Yashnobod,4,104.1,5,9,84119,41.3146381,69.3228615
6439,"город Ташкент, Yashnobod район, 6-й проезд Паркент",Yashnobod,2,76.0,2,9,61413,41.3076457,69.3354166
6440,"город Ташкент, Mirzo Ulugbek район, Ахмад Югнакий",Mirzo Ulugbek,1,26.4,5,9,14439,41.34932,69.3860684
6441,"город Ташкент, Shayhontohur район, Караташ",Shayhontohur,2,50.0,8,12,31000,41.3141622,69.2368973
6442,"город Ташкент, Sergeli район, Янги Чоштепа Yangihayot район",Sergeli,2,54.0,6,7,34075,41.210633,69.2281531
6443,"город Ташкент, Yunusobod район, Юнусабад 9-й квартал",Yunusobod,3,78.0,4,5,43000,41.374408,69.2771853
6444,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,2,46.0,3,4,40000,41.2948119,69.2087824
6445,"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",Chilonzor,2,54.0,2,4,39500,41.2829494,69.1968618
6446,"город Ташкент, Chilonzor район, Мукими",Chilonzor,1,33.0,2,4,34000,41.2885649,69.2290098
6447,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,3,62.0,2,4,52500,41.2807837,69.223683
